customer_id,gender,age,senior_citizen,region,contract_type,tenure_months,internet_service,payment_method,paperless_billing,streaming_service,tech_support,online_security,monthly_charges,discount_percent,total_charges,support_tickets,satisfaction_score,churn,churn_reason
CUST-10176,Male,58,No,Midwest,One Year,21,Fiber Optic,Electronic Check,Yes,Yes,Yes,Yes,95.12,4.84,2040.35,4,3.1,No,Retained
CUST-10177,Female,27,No,West,One Year,45,None,Credit Card,Yes,Yes,Yes,No,48.89,2.22,2246.77,1,4.1,No,Retained
CUST-10178,Male,51,No,West,Month-to-Month,4,Fiber Optic,Mailed Check,Yes,No,Yes,No,86.84,2.25,348.81,1,5.0,Yes,Price Too High
CUST-10179,Female,27,No,South,Month-to-Month,25,Fiber Optic,Bank Transfer,Yes,No,No,No,76.18,2.8,1923.92,2,3.3,Yes,No Long-Term Commitment
CUST-10180,Female,33,No,Midwest,One Year,28,DSL,Electronic Check,Yes,Yes,No,No,78.22,3.77,2237.18,3,5.0,No,Retained
CUST-10181,Female,69,Yes,South,Month-to-Month,12,DSL,Credit Card,Yes,Yes,Yes,Yes,70.31,2.88,821.89,3,4.4,No,Retained
CUST-10182,Male,39,No,West,One Year,39,DSL,Electronic Check,Yes,Yes,No,Yes,70.19,5.05,2726.27,2,3.3,No,Retained
CUST-10183,Male,45,No,Northeast,Month-to-Month,4,Fiber Optic,Credit Card,Yes,No,No,Yes,76.25,3.83,305.56,2,4.1,Yes,No Long-Term Commitment
CUST-10184,Female,54,No,South,One Year,42,None,Bank Transfer,No,Yes,No,No,52.07,6.13,2218.43,1,3.6,No,Retained
CUST-10185,Male,49,No,South,One Year,8,Fiber Optic,Bank Transfer,No,Yes,No,Yes,81.95,2.99,687.63,5,1.6,Yes,Poor Support Experience
CUST-10186,Male,44,No,South,Month-to-Month,9,Fiber Optic,Electronic Check,Yes,No,No,Yes,89.83,3.4,800.39,1,3.4,Yes,Price Too High
CUST-10187,Male,47,No,Northeast,Month-to-Month,29,Fiber Optic,Mailed Check,Yes,No,Yes,No,94.63,2.68,2691.47,2,2.0,No,Retained
CUST-10188,Male,76,Yes,West,Month-to-Month,21,DSL,Credit Card,No,Yes,Yes,Yes,70.99,2.93,1499.41,2,3.7,No,Retained
CUST-10189,Female,41,No,West,One Year,23,None,Credit Card,Yes,Yes,Yes,Yes,53.26,6.75,1192.84,0,4.6,No,Retained
CUST-10190,Female,45,No,Northeast,Two Year,54,DSL,Credit Card,Yes,Yes,No,No,61.64,6.06,3276.41,1,3.6,No,Retained
CUST-10191,Male,57,No,Northeast,Month-to-Month,3,DSL,Credit Card,Yes,No,Yes,No,98.01,0.59,249.79,1,3.6,Yes,Price Too High
CUST-10192,Male,57,No,West,One Year,39,Fiber Optic,Credit Card,Yes,No,No,Yes,70.2,8.64,2749.22,0,4.2,No,Retained
CUST-10193,Male,59,No,Midwest,Month-to-Month,9,DSL,Credit Card,Yes,Yes,Yes,Yes,103.22,1.82,976.62,0,4.3,Yes,No Long-Term Commitment
CUST-10194,Female,51,No,Midwest,Month-to-Month,14,Fiber Optic,Credit Card,No,No,No,No,58.37,3.99,818.54,2,3.6,Yes,Competitor Offer
CUST-10195,Female,26,No,Midwest,Two Year,15,DSL,Electronic Check,No,Yes,Yes,Yes,65.54,10.37,990.5,1,3.5,No,Retained
CUST-10196,Male,65,Yes,South,Month-to-Month,29,Fiber Optic,Bank Transfer,No,Yes,Yes,No,84.03,3.15,2478.27,2,4.1,No,Retained
CUST-10197,Male,26,No,Northeast,Month-to-Month,9,DSL,Credit Card,No,Yes,Yes,Yes,73.85,1.34,610.59,3,3.4,No,Retained
CUST-10198,Male,46,No,West,Month-to-Month,13,DSL,Electronic Check,Yes,No,No,No,54.9,3.33,731.91,4,1.3,Yes,Poor Support Experience
CUST-10199,Male,31,No,South,Month-to-Month,18,DSL,Bank Transfer,Yes,Yes,Yes,Yes,74.61,2.46,1342.57,2,3.2,No,Retained
CUST-10200,Male,41,No,West,Month-to-Month,15,DSL,Mailed Check,No,Yes,No,No,60.44,2.79,926.41,0,3.6,No,Retained
CUST-10201,Female,47,No,South,Month-to-Month,28,Fiber Optic,Mailed Check,No,Yes,Yes,Yes,113.54,1.18,3162.2,2,3.3,No,Retained
CUST-10202,Female,46,No,South,One Year,47,DSL,Credit Card,Yes,Yes,Yes,No,88.17,5.89,4115.36,1,3.4,No,Retained
CUST-10203,Male,48,No,Midwest,Month-to-Month,16,Fiber Optic,Electronic Check,No,No,No,Yes,91.02,2.54,1461.24,0,2.1,Yes,Poor Support Experience
CUST-10204,Male,65,Yes,South,Month-to-Month,12,DSL,Credit Card,Yes,Yes,Yes,Yes,89.14,2.36,1127.4,2,2.0,Yes,Poor Support Experience
CUST-10205,Female,48,No,West,Month-to-Month,20,DSL,Electronic Check,Yes,Yes,No,No,70.43,3.66,1438.73,0,3.2,No,Retained
CUST-10206,Female,39,No,West,Month-to-Month,5,Fiber Optic,Mailed Check,Yes,No,No,No,67.53,3.59,319.88,1,3.8,Yes,No Long-Term Commitment
CUST-10207,Male,55,No,South,One Year,39,None,Electronic Check,Yes,No,Yes,No,32.04,4.53,1202.63,4,3.9,Yes,Poor Support Experience
CUST-10208,Female,59,No,Northeast,Two Year,53,DSL,Electronic Check,Yes,No,Yes,Yes,69.94,9.59,3647.95,0,2.7,Yes,Competitor Offer
CUST-10209,Female,25,No,South,Month-to-Month,1,Fiber Optic,Credit Card,Yes,No,Yes,No,66.24,3.89,112.3,4,2.5,Yes,Poor Support Experience
CUST-10210,Male,50,No,South,Two Year,50,DSL,Credit Card,Yes,Yes,No,No,55.87,6.99,2760.07,2,3.5,No,Retained
CUST-10211,Male,52,No,South,One Year,37,Fiber Optic,Bank Transfer,Yes,No,No,No,83.51,7.03,3078.48,0,3.3,No,Retained
CUST-10212,Male,38,No,South,One Year,31,DSL,Credit Card,Yes,No,No,No,76.03,8.19,2403.17,0,4.1,No,Retained
CUST-10213,Female,61,No,South,Month-to-Month,17,DSL,Electronic Check,No,Yes,No,Yes,81.93,0.95,1336.32,1,4.3,Yes,No Long-Term Commitment
CUST-10214,Male,40,No,Midwest,Month-to-Month,16,None,Electronic Check,Yes,No,Yes,No,58.27,0.02,984.55,1,3.1,No,Retained
CUST-10215,Female,44,No,Northeast,Month-to-Month,27,DSL,Credit Card,Yes,Yes,No,No,68.53,0.75,1841.43,1,4.0,Yes,No Long-Term Commitment
CUST-10216,Female,40,No,South,One Year,32,Fiber Optic,Electronic Check,Yes,No,No,Yes,61.39,6.91,1924.28,4,2.9,Yes,Poor Support Experience
CUST-10217,Male,42,No,Midwest,Month-to-Month,24,DSL,Credit Card,Yes,No,No,No,65.41,2.88,1561.18,1,2.8,No,Retained
CUST-10218,Male,27,No,Midwest,Two Year,46,Fiber Optic,Credit Card,No,No,No,Yes,82.03,7.65,3748.09,1,3.6,No,Retained
CUST-10219,Male,22,No,Northeast,Month-to-Month,14,DSL,Bank Transfer,Yes,No,No,No,60.1,1.25,856.83,1,4.1,No,Retained
CUST-10220,Male,64,No,West,Month-to-Month,10,DSL,Mailed Check,No,No,Yes,Yes,67.95,3.05,656.82,1,4.9,No,Retained
CUST-10221,Male,30,No,South,One Year,44,Fiber Optic,Mailed Check,Yes,Yes,No,Yes,102.27,3.11,4432.97,1,4.7,No,Retained
CUST-10222,Female,28,No,West,Month-to-Month,26,Fiber Optic,Mailed Check,Yes,Yes,No,Yes,78.97,3.9,2045.5,5,2.3,Yes,Moved/No Longer Needed
CUST-10223,Female,18,No,Midwest,Month-to-Month,17,DSL,Electronic Check,Yes,Yes,Yes,No,67.92,2.57,1107.16,1,3.2,No,Retained
CUST-10224,Female,33,No,Northeast,One Year,43,DSL,Electronic Check,Yes,Yes,No,No,54.96,8.25,2370.43,1,3.8,No,Retained
CUST-10225,Female,23,No,South,Two Year,34,Fiber Optic,Electronic Check,Yes,No,Yes,No,74.95,10.8,2506.75,2,3.1,Yes,Competitor Offer
CUST-10226,Male,65,Yes,West,One Year,27,Fiber Optic,Bank Transfer,Yes,Yes,No,Yes,76.35,5.68,2044.37,1,4.7,No,Retained
CUST-10227,Female,56,No,Northeast,One Year,9,Fiber Optic,Mailed Check,Yes,Yes,No,Yes,82.08,4.32,745.11,0,4.1,No,Retained
CUST-10228,Male,32,No,Northeast,One Year,14,DSL,Bank Transfer,Yes,No,Yes,No,53.34,8.86,739.32,1,3.8,No,Retained
CUST-10229,Male,74,Yes,Northeast,Two Year,15,Fiber Optic,Electronic Check,No,No,No,No,65.31,10.38,988.42,5,3.3,No,Retained
CUST-10230,Male,56,No,Midwest,Month-to-Month,7,DSL,Mailed Check,Yes,Yes,No,No,54.15,0.0,402.86,1,3.9,Yes,Competitor Offer
CUST-10231,Female,37,No,West,Month-to-Month,23,Fiber Optic,Credit Card,Yes,Yes,No,Yes,94.3,0.79,2128.37,2,3.4,No,Retained
CUST-10232,Male,18,No,Midwest,Month-to-Month,2,DSL,Electronic Check,Yes,Yes,Yes,No,93.27,0.75,184.29,0,3.9,Yes,Competitor Offer
CUST-10233,Female,74,Yes,Midwest,Month-to-Month,17,Fiber Optic,Credit Card,Yes,No,Yes,Yes,88.03,2.87,1379.98,3,2.8,No,Retained
CUST-10234,Female,23,No,South,One Year,29,DSL,Electronic Check,Yes,Yes,Yes,No,88.97,8.75,2588.79,1,2.7,No,Retained
CUST-10235,Male,19,No,West,One Year,45,Fiber Optic,Credit Card,No,No,Yes,No,93.07,6.0,4177.62,4,4.1,No,Retained
CUST-10236,Female,56,No,Midwest,One Year,36,DSL,Electronic Check,No,Yes,No,No,74.37,8.56,2642.9,3,2.5,Yes,Poor Support Experience
CUST-10237,Female,76,Yes,South,Month-to-Month,15,Fiber Optic,Credit Card,Yes,Yes,No,No,87.46,1.62,1322.95,1,4.7,Yes,Price Too High
CUST-10238,Male,61,No,Midwest,One Year,36,DSL,Credit Card,Yes,No,No,Yes,62.29,6.01,2283.48,0,4.3,No,Retained
CUST-10239,Female,50,No,West,Month-to-Month,15,DSL,Bank Transfer,Yes,Yes,No,No,79.44,2.13,1174.94,3,2.8,No,Retained
CUST-10240,Male,50,No,Northeast,One Year,45,Fiber Optic,Bank Transfer,Yes,Yes,No,No,77.29,7.22,3444.98,3,3.7,No,Retained
CUST-10241,Male,54,No,South,One Year,48,DSL,Credit Card,Yes,Yes,No,Yes,50.79,8.33,2443.7,0,4.6,No,Retained
CUST-10242,Male,53,No,South,Month-to-Month,2,DSL,Bank Transfer,Yes,No,No,No,64.4,2.27,82.05,0,5.0,No,Retained
CUST-10243,Female,46,No,Midwest,Month-to-Month,23,Fiber Optic,Mailed Check,Yes,No,No,Yes,66.45,2.9,1505.24,3,2.2,No,Retained
CUST-10244,Female,43,No,South,Month-to-Month,24,Fiber Optic,Electronic Check,No,Yes,No,No,75.17,1.67,1846.86,2,3.4,Yes,Competitor Offer
CUST-10245,Male,41,No,Midwest,Two Year,60,Fiber Optic,Credit Card,Yes,Yes,Yes,No,88.91,6.41,5336.78,4,3.8,No,Retained
CUST-10246,Female,31,No,Midwest,Two Year,71,DSL,Electronic Check,Yes,Yes,Yes,No,73.41,5.71,5146.33,1,4.3,No,Retained
CUST-10247,Male,38,No,South,One Year,31,DSL,Electronic Check,No,No,No,Yes,47.32,3.55,1404.03,2,3.9,No,Retained
CUST-10248,Male,18,No,West,Month-to-Month,16,Fiber Optic,Bank Transfer,Yes,No,No,Yes,82.26,2.06,1321.83,4,4.2,No,Retained
CUST-10249,Male,41,No,West,Month-to-Month,25,DSL,Bank Transfer,No,No,No,No,70.25,1.87,1786.43,2,3.4,Yes,Moved/No Longer Needed
CUST-10250,Female,28,No,West,One Year,18,DSL,Electronic Check,Yes,No,No,No,43.84,5.65,732.5,0,2.1,Yes,Poor Support Experience
CUST-10251,Female,27,No,Northeast,One Year,20,None,Bank Transfer,No,Yes,Yes,Yes,74.62,4.66,1508.14,2,3.2,No,Retained
CUST-10252,Male,45,No,Northeast,Month-to-Month,27,DSL,Bank Transfer,No,Yes,No,Yes,57.5,3.0,1599.06,5,4.4,Yes,Poor Support Experience
CUST-10253,Female,61,No,Midwest,Month-to-Month,4,None,Mailed Check,Yes,Yes,Yes,Yes,87.9,0.58,417.68,0,3.9,No,Retained
CUST-10254,Female,55,No,Midwest,One Year,21,DSL,Electronic Check,No,Yes,No,No,63.88,4.74,1353.07,1,3.1,No,Retained
CUST-10255,Male,20,No,West,Month-to-Month,30,Fiber Optic,Mailed Check,Yes,Yes,No,No,89.46,0.32,2701.54,2,4.2,No,Retained
CUST-10256,Male,28,No,Northeast,Month-to-Month,12,DSL,Electronic Check,No,No,Yes,No,43.07,2.78,442.18,2,4.2,No,Retained
CUST-10257,Male,55,No,Midwest,Month-to-Month,30,DSL,Credit Card,Yes,No,No,No,58.34,1.53,1823.69,3,3.4,No,Retained
CUST-10258,Male,28,No,Midwest,Month-to-Month,4,Fiber Optic,Electronic Check,Yes,No,No,No,78.32,0.53,293.14,1,4.2,No,Retained
CUST-10259,Female,39,No,Northeast,Two Year,14,DSL,Electronic Check,Yes,Yes,Yes,Yes,76.72,8.63,1041.41,1,2.9,No,Retained
CUST-10260,Male,50,No,South,Two Year,33,DSL,Bank Transfer,No,No,No,Yes,56.18,5.17,1845.01,0,3.7,No,Retained
CUST-10261,Male,28,No,Northeast,One Year,27,DSL,Credit Card,Yes,No,No,No,44.37,8.78,1250.9,0,3.9,No,Retained
CUST-10262,Female,43,No,South,Month-to-Month,18,Fiber Optic,Electronic Check,No,No,No,No,89.46,0.12,1687.56,3,3.8,Yes,Service Reliability Issues
CUST-10263,Female,23,No,West,Month-to-Month,25,Fiber Optic,Electronic Check,No,Yes,Yes,No,93.32,2.15,2337.39,1,3.0,Yes,Price Too High
CUST-10264,Male,34,No,West,Month-to-Month,18,DSL,Bank Transfer,Yes,Yes,Yes,No,93.89,3.69,1724.95,2,3.1,No,Retained
CUST-10265,Male,46,No,Northeast,Month-to-Month,23,DSL,Electronic Check,No,Yes,No,No,64.11,2.39,1476.04,3,4.4,No,Retained
CUST-10266,Male,20,No,Northeast,One Year,17,Fiber Optic,Bank Transfer,No,Yes,Yes,No,82.9,7.66,1372.98,5,4.8,Yes,Poor Support Experience
CUST-10267,Male,48,No,Midwest,Month-to-Month,23,DSL,Electronic Check,Yes,No,No,Yes,75.37,0.55,1785.2,1,3.1,Yes,No Long-Term Commitment
CUST-10268,Female,42,No,Midwest,Month-to-Month,21,DSL,Electronic Check,Yes,Yes,Yes,Yes,64.03,2.27,1322.86,5,2.9,Yes,No Long-Term Commitment
CUST-10269,Female,50,No,West,Month-to-Month,24,Fiber Optic,Credit Card,Yes,Yes,No,No,71.1,3.19,1760.14,2,2.3,Yes,Poor Support Experience
CUST-10270,Male,45,No,Northeast,Month-to-Month,4,Fiber Optic,Credit Card,Yes,No,No,No,87.3,2.1,394.65,3,2.9,Yes,Poor Support Experience
CUST-10271,Male,61,No,West,Month-to-Month,12,Fiber Optic,Electronic Check,Yes,No,Yes,Yes,74.67,0.36,917.53,3,3.0,No,Retained
CUST-10272,Male,44,No,West,Month-to-Month,26,None,Electronic Check,Yes,Yes,Yes,No,34.35,2.33,957.11,0,5.0,Yes,Competitor Offer
CUST-10273,Male,36,No,South,Two Year,34,Fiber Optic,Mailed Check,Yes,No,No,Yes,93.78,10.19,3266.65,3,2.0,No,Retained
CUST-10274,Female,44,No,Midwest,Month-to-Month,22,Fiber Optic,Credit Card,Yes,Yes,No,Yes,75.02,2.91,1644.31,0,3.0,No,Retained
CUST-10275,Female,50,No,Midwest,Month-to-Month,21,Fiber Optic,Electronic Check,Yes,Yes,Yes,No,94.25,3.04,1950.94,1,4.6,No,Retained
CUST-10276,Male,43,No,West,Two Year,31,Fiber Optic,Credit Card,No,Yes,No,Yes,83.43,12.02,2521.08,2,3.0,No,Retained
CUST-10277,Male,43,No,South,Two Year,26,Fiber Optic,Bank Transfer,No,No,Yes,No,44.66,9.35,1239.72,2,3.7,No,Retained
CUST-10278,Male,32,No,Northeast,One Year,28,Fiber Optic,Electronic Check,Yes,No,No,Yes,75.11,4.67,2087.69,2,3.7,Yes,Competitor Offer
CUST-10279,Male,33,No,South,One Year,33,DSL,Electronic Check,No,Yes,No,No,71.44,7.67,2397.25,2,2.9,No,Retained
CUST-10280,Male,22,No,Midwest,Month-to-Month,16,DSL,Bank Transfer,No,No,Yes,Yes,74.86,3.1,1171.82,1,3.1,Yes,No Long-Term Commitment
CUST-10281,Female,66,Yes,Northeast,Month-to-Month,5,Fiber Optic,Credit Card,No,Yes,No,No,95.07,3.81,529.19,2,4.1,No,Retained
CUST-10282,Female,25,No,West,Month-to-Month,21,Fiber Optic,Credit Card,Yes,No,Yes,No,78.1,0.32,1615.6,4,3.5,No,Retained
CUST-10283,Female,32,No,South,One Year,20,None,Electronic Check,Yes,Yes,Yes,No,60.13,8.27,1160.89,0,4.0,Yes,Competitor Offer
CUST-10284,Male,32,No,Midwest,One Year,22,Fiber Optic,Electronic Check,No,Yes,No,Yes,83.8,2.25,1836.3,2,3.4,Yes,Competitor Offer
CUST-10285,Female,55,No,Northeast,Month-to-Month,18,Fiber Optic,Credit Card,No,No,No,Yes,64.48,0.9,1142.03,1,4.0,Yes,No Long-Term Commitment
CUST-10286,Female,38,No,West,Month-to-Month,5,Fiber Optic,Electronic Check,No,No,No,Yes,65.09,2.02,346.32,1,4.1,Yes,No Long-Term Commitment
CUST-10287,Male,59,No,Northeast,One Year,18,Fiber Optic,Credit Card,No,Yes,No,Yes,71.5,6.48,1285.2,3,4.3,No,Retained
CUST-10288,Female,33,No,South,Month-to-Month,19,DSL,Credit Card,Yes,Yes,Yes,No,91.08,0.04,1752.49,2,3.1,No,Retained
CUST-10289,Male,46,No,West,One Year,35,Fiber Optic,Electronic Check,Yes,Yes,Yes,No,74.48,3.06,2596.61,3,3.6,No,Retained
CUST-10290,Female,30,No,Midwest,One Year,23,DSL,Mailed Check,Yes,Yes,No,No,70.8,5.97,1605.12,0,4.6,No,Retained
CUST-10291,Female,72,Yes,Northeast,One Year,19,Fiber Optic,Bank Transfer,Yes,No,Yes,No,73.94,7.35,1384.44,3,3.8,No,Retained
CUST-10292,Male,25,No,South,One Year,41,Fiber Optic,Bank Transfer,No,No,No,Yes,74.87,7.3,3141.24,1,4.9,Yes,Service Reliability Issues
CUST-10293,Female,46,No,Northeast,Two Year,47,DSL,Electronic Check,Yes,Yes,Yes,Yes,88.89,12.3,4185.71,3,2.9,No,Retained
CUST-10294,Female,51,No,West,Month-to-Month,20,Fiber Optic,Electronic Check,Yes,Yes,No,Yes,87.22,1.71,1674.97,3,2.4,Yes,Price Too High
CUST-10295,Male,48,No,West,One Year,24,DSL,Credit Card,No,No,Yes,No,68.91,7.3,1635.63,1,3.5,No,Retained
CUST-10296,Male,39,No,South,One Year,12,Fiber Optic,Electronic Check,Yes,Yes,No,No,81.47,7.89,981.03,2,4.0,No,Retained
CUST-10297,Female,40,No,Northeast,Month-to-Month,25,DSL,Mailed Check,No,No,Yes,Yes,68.95,3.13,1788.34,3,3.2,No,Retained
CUST-10298,Male,43,No,South,Month-to-Month,12,Fiber Optic,Electronic Check,No,Yes,Yes,Yes,124.89,0.09,1534.68,2,5.0,No,Retained
CUST-10299,Female,40,No,South,Month-to-Month,21,DSL,Credit Card,Yes,No,Yes,No,47.77,3.88,970.91,2,3.5,Yes,Moved/No Longer Needed
CUST-10300,Female,55,No,South,Month-to-Month,4,Fiber Optic,Credit Card,Yes,No,Yes,No,95.28,3.24,465.76,1,2.6,Yes,No Long-Term Commitment
CUST-10301,Male,73,Yes,Northeast,One Year,39,DSL,Credit Card,Yes,No,Yes,No,73.26,2.17,2856.05,2,3.8,No,Retained
CUST-10302,Male,34,No,Midwest,Two Year,13,Fiber Optic,Electronic Check,Yes,No,No,Yes,70.26,7.85,957.0,2,4.7,No,Retained
CUST-10303,Male,23,No,Midwest,Month-to-Month,5,DSL,Credit Card,Yes,Yes,No,Yes,96.03,1.56,439.72,0,3.0,Yes,Price Too High
CUST-10304,Male,41,No,South,Month-to-Month,23,Fiber Optic,Electronic Check,Yes,No,No,No,52.2,3.01,1116.66,1,3.1,No,Retained
CUST-10305,Male,78,Yes,Midwest,Two Year,21,None,Bank Transfer,No,No,No,No,27.96,11.9,537.86,0,3.9,No,Retained
CUST-10306,Female,31,No,West,Month-to-Month,10,Fiber Optic,Electronic Check,Yes,Yes,No,Yes,76.65,3.59,652.74,3,2.7,Yes,Service Reliability Issues
CUST-10307,Female,65,Yes,Northeast,Month-to-Month,9,Fiber Optic,Mailed Check,No,Yes,No,No,92.29,0.71,904.53,1,2.3,Yes,Poor Support Experience
CUST-10308,Male,65,Yes,Northeast,One Year,18,DSL,Bank Transfer,Yes,Yes,No,No,57.16,2.52,1036.39,0,2.8,No,Retained
CUST-10309,Female,34,No,South,Month-to-Month,7,Fiber Optic,Electronic Check,Yes,Yes,No,Yes,97.01,2.21,646.71,3,3.1,Yes,Price Too High
CUST-10310,Female,50,No,Midwest,Month-to-Month,5,Fiber Optic,Bank Transfer,No,Yes,No,Yes,90.59,1.28,468.79,3,3.5,Yes,Price Too High
CUST-10311,Female,65,Yes,South,Month-to-Month,26,None,Electronic Check,Yes,No,Yes,Yes,44.48,1.7,1163.11,2,2.9,No,Retained
CUST-10312,Female,37,No,West,Month-to-Month,10,None,Mailed Check,Yes,Yes,Yes,Yes,66.33,1.97,685.03,1,3.7,No,Retained
CUST-10313,Male,39,No,South,One Year,15,Fiber Optic,Credit Card,No,No,No,No,68.41,6.0,1068.48,3,3.4,No,Retained
CUST-10314,Male,34,No,South,Month-to-Month,6,None,Electronic Check,No,Yes,Yes,Yes,48.9,2.09,283.25,3,2.4,Yes,No Long-Term Commitment
CUST-10315,Male,28,No,West,Month-to-Month,27,DSL,Credit Card,No,Yes,No,No,104.09,1.45,2779.64,1,4.1,No,Retained
CUST-10316,Female,33,No,Midwest,One Year,26,Fiber Optic,Electronic Check,Yes,No,No,No,64.45,8.13,1704.67,0,4.2,Yes,Service Reliability Issues
CUST-10317,Female,25,No,West,Two Year,19,DSL,Mailed Check,Yes,No,Yes,Yes,41.25,11.07,811.83,2,3.9,No,Retained
CUST-10318,Female,42,No,Midwest,Month-to-Month,1,DSL,Electronic Check,No,Yes,Yes,No,67.47,2.06,71.0,2,4.0,No,Retained
CUST-10319,Female,31,No,West,Month-to-Month,28,None,Credit Card,No,Yes,No,No,33.75,2.98,1021.21,4,4.9,No,Retained
CUST-10320,Male,45,No,South,One Year,44,Fiber Optic,Credit Card,Yes,Yes,No,No,90.62,7.45,3971.96,4,1.8,Yes,Price Too High
CUST-10321,Male,20,No,Midwest,Month-to-Month,14,DSL,Mailed Check,No,No,Yes,No,70.23,0.89,951.72,2,2.8,No,Retained
CUST-10322,Male,47,No,South,Month-to-Month,21,Fiber Optic,Electronic Check,Yes,No,No,Yes,85.46,1.52,1809.29,2,4.5,Yes,Price Too High
CUST-10323,Female,54,No,West,One Year,35,Fiber Optic,Credit Card,Yes,Yes,No,No,80.43,3.74,2791.43,2,4.0,No,Retained
CUST-10324,Male,18,No,Midwest,Two Year,32,Fiber Optic,Credit Card,Yes,No,Yes,No,71.06,10.79,2291.26,1,3.8,No,Retained
CUST-10325,Male,47,No,West,One Year,14,None,Bank Transfer,Yes,No,Yes,No,36.92,8.94,487.72,2,3.1,Yes,Competitor Offer
CUST-10326,Male,59,No,South,One Year,22,DSL,Electronic Check,Yes,Yes,No,Yes,71.41,7.3,1557.01,3,3.1,Yes,Competitor Offer
CUST-10327,Male,25,No,West,One Year,10,DSL,Electronic Check,Yes,No,Yes,No,70.97,7.86,775.88,1,3.6,No,Retained
CUST-10328,Female,65,Yes,Northeast,Month-to-Month,26,DSL,Electronic Check,Yes,No,No,Yes,68.28,2.5,1761.08,0,2.8,No,Retained
CUST-10329,Female,48,No,Midwest,One Year,36,Fiber Optic,Bank Transfer,No,Yes,No,No,86.39,8.1,3082.08,1,4.2,No,Retained
CUST-10330,Female,32,No,Midwest,Month-to-Month,20,Fiber Optic,Electronic Check,No,Yes,No,No,91.29,2.87,1866.77,2,1.5,Yes,Competitor Offer
CUST-10331,Male,41,No,Midwest,Month-to-Month,29,Fiber Optic,Credit Card,Yes,Yes,No,No,96.45,2.19,2760.26,2,2.5,Yes,Service Reliability Issues
CUST-10332,Female,50,No,South,One Year,45,Fiber Optic,Electronic Check,No,Yes,No,No,87.83,3.97,3928.1,2,2.8,Yes,Service Reliability Issues
CUST-10333,Female,43,No,West,One Year,43,DSL,Bank Transfer,Yes,No,Yes,Yes,72.54,6.17,3139.4,1,5.0,No,Retained
CUST-10334,Female,50,No,Midwest,Month-to-Month,11,DSL,Mailed Check,Yes,Yes,Yes,Yes,98.31,0.97,1114.25,0,3.6,Yes,Moved/No Longer Needed
CUST-10335,Female,29,No,South,Two Year,30,Fiber Optic,Credit Card,No,No,No,Yes,64.46,12.91,1976.52,4,3.3,Yes,Poor Support Experience
CUST-10336,Male,44,No,South,Month-to-Month,4,Fiber Optic,Electronic Check,Yes,No,No,Yes,70.12,2.24,254.33,2,2.8,Yes,Poor Support Experience
CUST-10337,Male,22,No,South,Month-to-Month,18,Fiber Optic,Electronic Check,Yes,No,Yes,Yes,72.95,2.44,1333.96,2,4.2,Yes,Service Reliability Issues
CUST-10338,Female,40,No,West,Month-to-Month,1,Fiber Optic,Electronic Check,Yes,No,No,No,75.45,3.5,59.14,2,5.0,No,Retained
CUST-10339,Female,29,No,Northeast,One Year,18,None,Electronic Check,No,Yes,Yes,No,33.12,4.73,574.96,1,4.1,No,Retained
CUST-10340,Female,32,No,South,One Year,19,DSL,Credit Card,Yes,Yes,Yes,Yes,85.75,5.3,1671.36,0,3.4,No,Retained
CUST-10341,Female,59,No,West,Month-to-Month,24,DSL,Credit Card,No,No,Yes,No,63.71,3.01,1509.81,1,2.1,No,Retained
CUST-10342,Female,57,No,South,One Year,38,Fiber Optic,Mailed Check,Yes,Yes,No,No,94.99,6.52,3619.36,1,4.0,No,Retained
CUST-10343,Female,51,No,Northeast,Month-to-Month,30,Fiber Optic,Credit Card,No,Yes,No,No,78.19,2.19,2351.15,1,3.0,Yes,Service Reliability Issues
CUST-10344,Female,27,No,South,One Year,34,Fiber Optic,Bank Transfer,No,No,Yes,No,75.89,5.8,2542.78,4,2.4,No,Retained
CUST-10345,Male,38,No,West,Month-to-Month,11,DSL,Credit Card,No,No,Yes,Yes,86.16,0.36,981.57,1,4.1,No,Retained
CUST-10346,Male,59,No,Midwest,Month-to-Month,17,DSL,Credit Card,Yes,Yes,Yes,No,92.43,3.32,1590.92,2,2.8,Yes,Poor Support Experience
CUST-10347,Female,44,No,Midwest,Two Year,47,Fiber Optic,Electronic Check,Yes,No,No,No,58.96,13.09,2701.6,1,3.7,No,Retained
CUST-10348,Female,74,Yes,West,Month-to-Month,26,DSL,Credit Card,No,No,Yes,Yes,74.67,0.68,1951.13,3,3.8,Yes,Poor Support Experience
CUST-10349,Male,48,No,West,Month-to-Month,12,DSL,Credit Card,Yes,Yes,No,Yes,78.94,3.18,920.23,1,3.2,Yes,No Long-Term Commitment
CUST-10350,Female,45,No,West,One Year,15,DSL,Bank Transfer,Yes,Yes,Yes,Yes,87.4,2.33,1349.4,1,2.4,Yes,Poor Support Experience
CUST-10351,Male,38,No,South,Two Year,42,None,Mailed Check,Yes,No,No,Yes,38.53,5.69,1567.67,0,4.4,No,Retained
CUST-10352,Male,44,No,South,Month-to-Month,6,DSL,Electronic Check,No,Yes,Yes,Yes,98.03,2.34,575.7,4,3.3,Yes,Moved/No Longer Needed
CUST-10353,Female,40,No,West,Month-to-Month,25,DSL,Electronic Check,Yes,Yes,No,No,48.15,2.38,1216.42,1,3.3,Yes,No Long-Term Commitment
